City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
279,Seydi,39.4816,62.9137,44.46,62,1,19.95,TM,clear sky
280,Mathathane,-22.2687,28.7495,72.63,61,0,11.41,BW,clear sky
281,Tambovka,50.0969,128.0489,-5.69,91,20,1.66,RU,few clouds
282,Tete,-16.1564,33.5867,77.14,73,20,3.0,MZ,few clouds
283,North Bend,43.4065,-124.2243,47.91,96,75,0.0,US,broken clouds
284,Saint-Augustin,51.226,-58.6502,-11.72,93,70,6.82,CA,broken clouds
285,Yarada,17.65,83.2667,80.92,65,40,11.5,IN,haze
286,Lavrentiya,65.5833,-171.0,-16.08,92,19,14.74,RU,few clouds
287,Coquimbo,-29.9533,-71.3436,58.73,82,0,3.44,CL,clear sky
288,Bubaque,11.2833,-15.8333,77.56,69,57,8.68,GW,broken clouds
289,Serenje,-13.2325,30.2352,60.78,98,100,3.69,ZM,moderate rain
290,Veinticinco De Mayo,-35.4323,-60.1727,75.06,98,97,3.0,AR,moderate rain
291,Vesyegonsk,58.664,37.2604,27.63,91,100,6.87,RU,overcast clouds
292,Teya,60.3778,92.6267,10.06,94,92,3.47,RU,overcast clouds
293,Bathsheba,13.2167,-59.5167,77.61,73,40,23.02,BB,scattered clouds
294,Hirara,24.8,125.2833,66.47,63,75,11.5,JP,broken clouds
295,Antu,26.05,81.9167,66.96,46,34,4.81,IN,scattered clouds
296,Tuatapere,-46.1333,167.6833,57.81,74,60,9.37,NZ,broken clouds
297,Mahebourg,-20.4081,57.7,84.49,84,40,16.11,MU,scattered clouds
298,Alunis,45.2,25.8667,35.42,44,100,1.01,RO,overcast clouds
299,Falmouth,50.1544,-5.0711,34.7,67,7,5.61,GB,clear sky
300,Margate,51.3813,1.3862,35.69,82,22,17.2,GB,few clouds
301,Yabrud,33.9674,36.6574,10.06,47,0,1.48,SY,clear sky
302,Raga,8.4596,25.678,65.16,18,41,8.25,SS,scattered clouds
303,Karaton,-6.3424,106.1045,85.96,65,75,5.21,ID,broken clouds
304,Maraba,-5.3686,-49.1178,75.38,100,0,0.0,BR,clear sky
305,Rudsar,37.1376,50.288,40.98,60,18,3.47,IR,few clouds
306,Baoqing,46.3317,132.2111,6.84,80,8,0.18,CN,clear sky
307,Kharitonovo,61.4009,47.4978,18.99,92,100,9.19,RU,overcast clouds
308,Realeza,-25.7689,-53.5325,71.31,75,4,2.98,BR,light rain
309,Pangnirtung,66.1451,-65.7125,-30.26,98,98,4.59,CA,overcast clouds
310,Asyut,27.181,31.1837,44.8,52,0,3.85,EG,clear sky
311,Lingao,19.9103,109.6859,74.35,67,49,13.62,CN,scattered clouds
312,Impfondo,1.6381,18.0667,73.02,59,73,3.74,CG,broken clouds
313,Buchanan,5.8808,-10.0467,73.36,89,100,4.03,LR,overcast clouds
314,Mount Gambier,-37.8333,140.7667,88.25,25,29,8.37,AU,scattered clouds
315,Muravlenko,63.7898,74.523,10.62,93,15,14.65,RU,few clouds
316,Khanpur,28.6453,70.6567,65.14,39,84,11.14,PK,broken clouds
317,Aykino,62.2248,49.9922,18.63,93,100,8.72,RU,overcast clouds
318,Yuli,9.6989,10.2744,58.75,30,62,6.93,NG,broken clouds
319,Beringovskiy,63.05,179.3167,-14.46,75,6,14.79,RU,clear sky
320,Colares,38.7992,-9.4469,50.29,57,0,1.99,PT,clear sky
321,Saint Anthony,45.0205,-93.218,-3.71,77,1,1.01,US,clear sky
322,Kodino,63.7198,39.6447,26.38,93,100,8.12,RU,overcast clouds
323,Puerto Suarez,-18.95,-57.8,71.94,97,100,3.13,BO,overcast clouds
324,Kodinsk,58.6881,99.1844,15.13,92,95,2.33,RU,overcast clouds
325,Aksarka,66.5606,67.7975,13.86,92,100,18.68,RU,overcast clouds
326,Sitka,57.0531,-135.33,39.09,87,100,8.05,US,moderate rain
327,Porto Novo,6.4965,2.6036,73.22,41,40,5.39,BJ,scattered clouds
328,Balvi,57.1313,27.2658,24.46,94,99,8.1,LV,overcast clouds
329,Denpasar,-8.65,115.2167,85.71,74,40,10.36,ID,scattered clouds
330,Esperance,-33.8667,121.9,73.44,59,0,17.4,AU,clear sky
331,Sungairaya,0.7,108.9,85.53,64,71,9.22,ID,broken clouds
332,Ler,8.3018,30.1418,72.97,14,31,10.63,SS,scattered clouds
333,Markapur,15.7333,79.2833,84.4,40,44,5.1,IN,scattered clouds
334,Winsum,53.33,6.5208,38.98,92,100,16.51,NL,overcast clouds
335,Toma,12.7667,-2.8833,59.13,22,1,8.84,BF,clear sky
336,Axim,4.8699,-2.2405,75.79,73,55,3.62,GH,broken clouds
337,Prainha,-1.8,-53.48,72.28,93,94,2.19,BR,overcast clouds
338,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.05,99,100,1.32,BR,overcast clouds
339,Quatre Cocos,-20.2078,57.7625,84.31,79,45,16.82,MU,light rain
340,Vuktyl,63.8567,57.3094,16.84,93,100,10.02,RU,light snow
341,Opuwo,-18.0607,13.84,64.31,87,100,0.87,NA,moderate rain
342,Plaster Rock,46.9065,-67.39,-5.28,96,22,3.51,CA,few clouds
343,Clyde River,70.4692,-68.5914,-3.77,71,99,6.91,CA,overcast clouds
344,Bayir,37.2687,28.2167,45.12,84,91,6.51,TR,overcast clouds
